studyProgram,mandatoryExams,creditsLectures,Psychology,ComputerScience,creditsEletricalEngineering,BusinessEconomics,Math,Physics,Fundamentals,Ergaenzungsbereich,Projects,Internship,BachelorThesis,mandatoryLectures,electiveLectures
Applied Computer Science,24,136,0,107,0,0,29,0,0,18,12,0,14,18,6
